情感值,Likert量值,句平均情感值,Likert量值,内容
0,0,0,0,感觉不到什么。
0,0,0,0,还没用
11.4,1,11.4,1,东西很好，效果很明显。
1.2,0,1.2,0,用了两天，有点淡淡的中药味道，感觉还可以。
6.6,1,3.3,0,还行吧！当洗面奶用了
3,0,3,0,还可以，有一定的效果
11.2,1,11.2,1,味道很香
0,0,0,0,！！！！！！
12.54,1,12.54,1,用后效果很好！！
9,1,9,1,不错
-2.4,0,-2.4,0,没效果啊
0,0,0,0,使用中～～～～～～～～～～
3.6,0,3.6,0,用一两天是感觉不到什么效果的，要长期用才行
0,0,0,0,和vcv 你看吧 那就 。可能吧 的
12,1,12,1,效果不错
10.2,1,3.4,0,还不错.使用还好.没什么特别的
20.4,2,20.4,2,不错，用起来效果很好，继续使用中
16,2,16,2,好好好用
0,0,0,0,飞常好用…再有活动必买…
0,0,0,0,凑合吧！就那样子！
-4.8,0,-4.8,0,不管用，不好
-6,-1,-6,-1,有点小贵，感觉一般，用完再说
-12.4,-1,-6.2,-1,还不知道效果，给外甥买的，希望有用吧。可是这个感觉很嫌弃
-15.8,-2,-15.8,-2,味道很一般的差不多，但是感觉还没有我买的卫宝好用
6,1,6,1,还行，，，，
9,1,9,1,刚开始用，不过还挺不错的
6.6,1,6.6,1,好！！
23.6,2,5.9,1,还没用，能等用了再说吗？不过还是支持京东。京东加油啊！加油！
6.6,1,6.6,1,还行吧！
15,1,15,1,挺好，用了半个多月，效果还行
41.24,3,13.75,1,有些效果，洗澡这些日子就用它了。活动时买的实惠还送了皂架，健肤水，浴花等不少东西，赞季德盛一个。另外不搞活动价格贵的不行，希望厂家价格亲民些，会有更多的人购买啊。
7,1,7,1,还可以，有效果，但是不能根治。
-2.4,0,-2.4,0,没感觉到什么效果
-4.8,0,-4.8,0,感觉没什么效果，而且不是适合所有皮肤
8,1,8,1,闻着挺香的，还没用，用了再来追加评论！
12.6,1,12.6,1,用过再来评价，送的东西很贴心
-4.4,0,-4.4,0,很好用，想再买可是涨价了
0,0,0,0,刚到货，还没用那，应该可以。
9,1,4.5,0,还没用呢。 感觉应该不错
0,0,0,0,感觉不错?
6,1,6,1,感觉还行
4,0,4,0,试试看，听说好用
3,0,3,0,效果还可以
9.9,1,9.9,1,不错哦！
9,1,9,1,看起来不错的
9,1,9,1,用了三天，不错的，主要是不油！
6,1,6,1,非常好用
-6,-1,-6,-1,一般一般
8,1,8,1,香味还算可以，用处没感觉
6,1,6,1,挺好的，
19.6,2,19.6,2,用过感觉背部很清爽、舒服
5,0,5,0,洗后效果不明显，两样赠品只送了一样。
4,0,4,0,先用用再说吧，快递是邮政哦
10.8,1,10.8,1,使用清爽不油腻
6,1,6,1,味道挺好
9,1,9,1,非常好，可以
8,1,8,1,还行，有凉快的感觉
-1.6,0,-1.6,0,还不知道怎么样用用看吧
32.4,3,16.2,2,不错。确实有效果，背不痒了，良心推荐
17.4,2,8.7,1,感觉不错。味道很好。
4,0,4,0,老婆说挺好用的
6,1,6,1,好吧。
-1.76,0,-1.76,0,还在用，不知道有没有用！
14,1,14,1,快递送货快，支持京东
7,1,7,1,感觉满意。。。。。。。。。。。
-9,-1,-9,-1,用几天感觉跟洗衣服的一样一样的，上当了
29.4,3,29.4,3,真心不错很好
0,0,0,0,还没怎么用
0,0,0,0,还没用，囤货中
10.8,1,10.8,1,用着还不错，好像是有点效果
-2.64,0,-1.32,0,用了！不过还没试出效果！！！
0,0,0,0,没什么用。。。。
23.6,2,23.6,2,很好用的，不错不错。
27.6,3,27.6,3,还没怎么用，但是手感还不错，很细腻，味道清香。
-2.4,0,-2.4,0,用了两个月没看出来有什么效果
2.2,0,2.2,0,还没试过不知道有没有用
0,0,0,0,没有多大的作用……广告片产品
6,1,6,1,还行
23,2,23,2,很好用，除油效果很好，卖家的态度还行。
-2.4,0,-2.4,0,没效果
1.52,0,1.52,0,用起来感觉味道还行，没有怪味，不知道效果是不是商家描述的那么好，如果真能除螨虫，我会继续购买
0,0,0,0,，，，，，，，，，
0,0,0,0,阿伦鳄鱼8匹监控默默经历过?
-3,0,-3,0,就一般肥皂
-2.4,0,-2.4,0,就是有点小，刚用不知效果怎么样
-6,-1,-6,-1,味道怪怪的，效果一般吧
23.4,2,23.4,2,好用好用，挺有效果的味道很好闻。
48,3,48,3,刚用，效果不错，好好好好好好
16,2,16,2,好用不赖不赖
0,0,0,0,洗后有点干
6.6,1,1.32,0,东西不知道什么效果，能不能换个快递？优速快递是个什么鬼？我这边什么快递都能到偏偏选这个东西离我还二十几公里让我自己去拿，还必须是晚上九点到十点！！！！客服态度挺好但是效率可够低的！！改投改了三天！！！！
7,1,7,1,0k希望能起到应该有的作用。
-3,0,-3,0,一般
27.6,3,27.6,3,香烟已收到，还没用过，不过味道很好闻很喜欢
1.8,0,1.8,0,洗了两次澡，感觉有点效果
0,0,0,0,没什么用
0,0,0,0,性价比很高，值这个钱
0,0,0,0,还没用，囤货中
0,0,0,0,！……！
-6.29,-1,-6.29,-1,用了几次没什么感觉，气味不是很好闻。
20.3,2,10.15,1,用了一次，味道挺好闻，效果后评论！挺满意，关键价格买的划算啊
0,0,0,0,可以
3,0,3,0,效果不怎样，当普通肥皂用了
13,1,13,1,不错，保密配方，很牛的感觉
-5,0,-5,0,假的，没什么用，越用做多
9,1,9,1,质量挺不错的，就是物流慢
29,3,29,3,洗脸得效果还没怎么明显，不过当沐浴露使挺不错的，用过后又香又滑得肌肤，还是不错的产品
9.9,1,9.9,1,用了后在买的，不错！
6,1,6,1,好小
0,0,0,0,可以
-6.6,-1,-6.6,-1,不解释，只能给差评！！！
0,0,0,0,信不信，还真有用，擦屁眼，真不痒了。
6,1,6,1,蛮好的
5,0,5,0,用了一段时间再来评价，感觉不错，不知道除螨效果怎么样，五星吧
1.1,0,1.1,0,可以比较好用，就是价格有点贵！
17,2,17,2,不错，正品，值得购买。
0,0,0,0,碱性太大
11,1,11,1,用了一次 期待效果。
1,0,1,0,用是好用，有点小贵
-2.4,0,-2.4,0,没啥效果。
1.8,0,0.6,0,我刚开始用感觉不错，用了一段时间后，我的后背长出了许多的小豆豆一样的东西，感觉这东西用起来有点过敏。我现在停用了一段时间，全部消失了。我觉得这东西不适合每一个人，大家还是斟酌买吧，我感觉不眨地....
6,1,6,1,好
-2.4,0,-2.4,0,买给儿子用的，目前还没明显效果
8.4,1,8.4,1,味道很好
9,1,9,1,看着不错，还没使用！
-6,-1,-6,-1,放家里，居然找不到了，晕……
8.4,1,8.4,1,还行，有一点效果
30,3,30,3,好好好好好
12,1,12,1,用了还不错，用了好几天，才来评价不好意思
-4,0,-4,0,味道挺重，不知道效果咋样，洗了一次感觉……
6,1,6,1,还行吧
17,2,17,2,宝贝不错
9,1,9,1,除螨肥皂非常好，用时泡沫丰富，弓手臂上少了很多小痘痘，我给五颗星。
0,0,0,0,。
9,1,9,1,不错，正在使用
114,3,114,3,好好好好好哈哈哈哈呵呵哈哈哈好好好好好哈哈哈哈呵呵哈哈哈
6,1,6,1,非常好用，下次还会来光顾。
6,1,6,1,挺好的
6.6,1,6.6,1,好的吧！
-4,0,-4,0,还没用，不知道效果
8,1,8,1,大赞
6,1,6,1,试用，还行……
14,1,14,1,挺好闻的，香
-3,0,-3,0,感觉一般
5.6,1,5.6,1,用用吧 没有坏处
6,1,6,1,还行
6,1,6,1,好
8.4,1,8.4,1,很好
1.8,0,1.8,0,有点效果
6,1,6,1,还行吧
32.6,3,32.6,3,包装很棒 送的气泡网也很精致 味道也很柔和
10,1,10,1,起潮必备
0,0,0,0,hao
-4.8,0,-4.8,0,试用中，味道不好闻
6,1,6,1,开始用感觉好可以
0,0,0,0,还没用
16,2,16,2,不错，有效果
6,1,6,1,买了还没用，应该挺好的
0,0,0,0,正在试用，有空再追加评论
-2.24,0,-2.24,0,快递太不给力
9,1,9,1,还没洗过，先给好评
-4.2,0,-4.2,0,效果不是很明显，用了一段时间的，没宣传的效果好
6,1,6,1,用了两天，还行。
6,1,6,1,还行吧
15,1,15,1,一直在用，期待有效果
162,3,162,3,非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好
3.3,0,3.3,0,刚用   不没什么效果那
11.4,1,11.4,1,效果很好
8.4,1,8.4,1,很好。
4,0,4,0,物流快
12,1,12,1,继续试试效果，感觉不错
60,3,60,3,好好好好好好好好好好
0,0,0,0,才收到，物流有点慢
16,2,16,2,还没用，希望不错
6.6,1,6.6,1,很好，洗了三次就有效果了，背上痘痘少了也不痒了好。
9,1,9,1,效果挺好的
8.4,1,8.4,1,很好，用完再买
24.92,2,24.92,2,很不错，用起来很舒服！！！
10.96,1,10.96,1,用了，但是并没有很明显的效果，所以还是别抱太大希望。
-4,0,-4,0,一般般
9,1,4.5,0,包装不错。更像肥皂
12,1,12,1,好好东西
14,1,7,1,宝贝收到?，喜欢，常买他家的东东，谢谢
12.6,1,12.6,1,刚用几天，感觉很还不错
7,1,7,1,应该有效果
9,1,4.5,0,还没用，之后再来追评。不过味道闻起来不错。
19,2,19,2,的确有淡淡的草药香味，好不好使我也不确定了但希望卖家确实做的是不为良心的商品，给好评
1,0,0.5,0,东西还在用，等几天看效果。不过物流就罢了，等了四五天然后问客服说发错了，已经重新发。
-1,0,-1,0,用了才来评价，效果一般般，
6,1,6,1,挺好
0,0,0,0,东西收到了，还没用呢！
9,1,9,1,不错
-4.8,0,-4.8,0,用了之后确实小红包少了
0,0,0,0,用了几次之后，觉得还可以。
0,0,0,0,还没用。
9,1,9,1,不错
9,1,9,1,刚拿到手 还不错
36,3,36,3,非常好用，止痒效果明显，有淡淡的药草香，挺不错的，值得购买。
10,1,10,1,特别好用还想再次什么买。
1.8,0,0.9,0,有点效果，用了两次了，后背不痒了。下次还会再来。
6,1,6,1,不错，就是价格有点贵啊
12,1,12,1,这个药皂很神奇，对一般皮肤病很有效果
6,1,6,1,好
6,1,6,1,买了三块，也行吧
8.4,1,8.4,1,很好
12,1,12,1,不错，效果可以
78.1,3,39.05,3,第n次购买真是挺不错的香皂，老公也说很好身上的疙瘩好了很多肌肤也不粗操了，身上也不痒痒了，就连我脸上的痘痘都好了很多，家里以前的香皂都不用了就用这款，就是价位有点小贵要是价位在实惠些会更大量购买的！希望赠品也多变一些香皂架和起泡网太重复了
0,0,0,0,可以
9,1,9,1,还不错
8.4,1,8.4,1,很好
6,1,6,1,挺好的，用起来还可以。
9,1,9,1,不错…
0,0,0,0,持续检验中
11,1,11,1,还没用，期待效果吧
20.68,2,20.68,2,京东买东西比较放心，出现问题的几率很小，很满意的购物！
14.9,1,3.72,0,不知道。我还没有用。希望有用！赞！！
0.32,0,0.32,0,使用中不知道有没有效果呢
0,0,0,0,可以
8,1,2.67,0,用过了再来评论的。东西还可以。反正就是香皂
6,1,6,1,还行
0,0,0,0,药味有点重
6,1,6,1,挺好的
6,1,6,1,好
6.6,1,6.6,1,就那么回事吧 用了半个多月 没看有时间效果 习惯好评而已
19,2,19,2,好好，有效果
6,1,6,1,还行吧
6,1,3,0,还行吧。。。。。草药为大
12,1,12,1,效果不错，去除虫咬丶止痒丶洁身。
13.4,1,13.4,1,孩子用，第一次就对对孩子有效，用后好多了，就是过2天又有了，洗过后又好些，不知道最终能不能解决问题。
0,0,0,0,感觉没啥用啊，背后痘痘还是再长
0,0,0,0,还没有使用，用了再评价
-2.4,0,-2.4,0,还没看到有什么效果，等等再来评价
15,1,15,1,还行，效果一般，可能是用的时间还不长吧，继续坚持使用
20,2,20,2,效果不错，用后感觉舒服了不少
-6.4,-1,-6.4,-1,就是味道不香
18.4,2,18.4,2,快递还敢叫优速，，，，，不优不速，店家下次发顺丰吧
5,0,2.5,0,刚开始用。味道不错不知道效果怎么样
5.1,1,5.1,1,用了之后感觉还行，就是皮肤太干燥，效果还可以
21,2,21,2,我买东西有史以来最慢的一次快递，还在使用当中，不知道效果怎么样，如果好的话下次还要买，希望下次的快递能快点。
0,0,0,0,质量超值
6,1,6,1,东西好下次在买。
8,1,8,1,第一次买这么贵的香皂，好奇，，
7,1,7,1,有效果
9,1,9,1,习惯性好评。。。。。
11.2,1,11.2,1,洗了感觉很舒服，当洗面奶
-12.2,-1,-3.05,0,在使用中还不知道怎么样？但是那个物流真的是很慢很慢。那个物流的服务态度也很差。物流要差评。
3.3,0,1.65,0,刚用还不知道效果怎样！不过拿到东西比较满意
10.5,1,10.5,1,非常满意
16.5,2,8.25,1,好！味道不错！
3,0,3,0,物流很慢，效果有待验证
-7.04,-1,-7.04,-1,一般般啦没有什么效果！
7,1,7,1,还在用，有效果再来追加评价吧
6.6,1,6.6,1,还行！
8,1,8,1,买了两块，一块用来洗脸，一块用来洗澡，洗得还是蛮干净的，希望有杀螨虫的效果
36.3,3,12.1,1,香皂挺香的、看起来不错。赠品沐浴球就感觉不够柔软。还没有用不知效果怎么样……
0,0,0,0,没有什么神效。
-1,0,-0.33,0,(??????)?不知道效果怎么样用完看看效果吧！
19,2,19,2,货刚到，期待好用有效
9,1,9,1,用着感觉还好，就是效果还没凸现出来
-4,0,-4,0,还没用，不知道效果
48,3,48,3,好好好好好好好好
19,2,19,2,特别好用，不错
3.3,0,3.3,0,正在使用中，感觉有那么点效果
-8,-1,-8,-1,不咋地
9,1,9,1,不错
0,0,0,0,可以可以可以了可以可以可以可以可以类型
1.4,0,1.4,0,效果还不知道怎样，刚收到
19,2,19,2,洗澡还不错，效果应该有点，活动价也便宜。
9.32,1,9.32,1,给儿子买的，还没用，不知道有没有效果，先给好评吧
4,0,4,0,好用
0,0,0,0,我给你。
-13.4,-1,-13.4,-1,没效果 干燥毁了
0,0,0,0,没啥感觉
6,1,6,1,好
17.4,2,17.4,2,很好，不错，一下买了3块
0,0,0,0,用一段时间在评
96,3,96,3,好好好好好好好好好好好好好好好好
-1.6,0,-1.6,0,感觉没什么用，背后还是会痒，不知道是不是床得问题
6,1,6,1,好
24.4,2,24.4,2,味道很好，比想象中的大，希望效果好。
-4,0,-4,0,还没用，不知道效果怎么样
8,1,8,1,香皂用着还可以
18,2,18,2,不错，性价比高，是不错的选择
0,0,0,0,东   西   还   没   用 ，用   了   再   评   论。
13,1,13,1,不错，好用
34.38,3,34.38,3,快递非常非常非常不错
-3,0,-3,0,一般
6.4,1,6.4,1,用起来挺舒服的，不知道有没有用
0,0,0,0,还可以
8.8,1,8.8,1,赞！！！！！！！
0,0,0,0,可以
6,1,6,1,有用好
6,1,6,1,还好
-0.4,0,-0.4,0,货很快收到，但**的只有79元/块哦，价格为什么差这么多
9,1,9,1,还不错
9,1,9,1,正在使用中，感觉不错。
9,1,9,1,感觉不错。
9.32,1,9.32,1,看起来不错，不知道有没有效果
0,0,0,0,......................................................
9,1,9,1,用了感觉不错
9,1,9,1,东西用着还不错
9,1,9,1,不错，促销活动进货！
13,1,13,1,挺好用的，物美价廉。
-2.4,0,-2.4,0,感觉没啥效果，
6,1,6,1,洗了一次感觉还可以，要是洗完了好的话我还会在来买的还可以介绍朋友买
8.8,1,4.4,0,还没用！相信京东！
0,0,0,0,感觉很不错?，下次再来！
7.4,1,7.4,1,包装还不错，东西还没用，不知道咋样
16,2,16,2,不错，还是有效果，下次还会在买！
17,2,17,2,给男友买的 包装精美 希望会有效果
0,0,0,0,你摸摸摸摸摸摸摸摸摸摸摸摸摸摸
9,1,9,1,不错呢，可以啦……
9,1,9,1,还没用了，看着不错
0,0,0,0,没有什么感觉。
33.2,3,33.2,3,香味很纯，希望有效果
23,2,23,2,香皂用着不错谢谢
18,2,18,2,不错不错
-4.8,0,-4.8,0,不好
-5,0,-5,0,小贵
1.8,0,1.8,0,有点效果
-4,0,-4,0,刚刚用，不知道效果如何，待说
0,0,0,0,没什么作用，
17.6,2,5.87,1,快递哥是值得给赞的，五一节也送货。产品使用了两次，感觉还可以吧，本来买时就是想试试的心态。又秒拍，又半价，但价格还是觉得有点高，以前没用过这么贵的香皂哦。
28.67,3,28.67,3,已收到了，洗过澡很好泡沫很多很细致
14,1,14,1,还没用呢，期待好吧，见后续评价 ，39入手
9,1,9,1,不错
6,1,6,1,比想象中的小好多
0,0,0,0,可以
6,1,6,1,东西还行，可以尝试一下。
0,0,0,0,噢噢噢噢噢噢噢噢噢噢噢噢噢噢噢噢噢
8,1,8,1,还没有用，但我相信京东
9,1,9,1,这个质量 这个价 已经不错了
29,3,29,3,肥皂是收到了，真心是 小巧玲珑 啊啊啊，味道还行，除螨 效果是不是真的有那么好就还不道哦
-2.4,0,-2.4,0,没什么效果
0,0,0,0,待用
-1.6,0,-1.6,0,很好的才醒更恐怖v
13.8,1,13.8,1,用了两次，效果真的不错哦
30.4,3,15.2,2,昨天才到，用了一次还行，味道很好闻，就是小贵了点。期望用后效果明显。
0,0,0,0,好像没有什么作用
0,0,0,0,2016/4/29
8,1,8,1,香皂不大，效果一般
0,0,0,0,可以吧
9,1,9,1,东西不错，下次再买
12,1,12,1,好      好      刚
9,1,4.5,0,用了感觉不错。再用一段时间再来评价
3,0,3,0,个头挺小，味道可以，效果稍后追评
0,0,0,0,蛮小一块，还可以
0,0,0,0,还没有开始用
15.6,2,15.6,2,东西收到了，很好用，快递员给力，用完会继续买的。
0,0,0,0,和红红火火经济斤斤计较
13.6,1,13.6,1,包装挺精致的，味也不是很臭，只用了一次暂时还没有什么效果
-0.29,0,-0.29,0,暂时用着还行，气味不是很好。
17,2,17,2,味道可以    有小小的赠品惊喜  不知几次见效
-0.84,0,-0.84,0,感觉效果一般，有点不值得，后期在看效果吧。
4,0,4,0,挺香的，就是起不知道效果咋样
18,2,18,2,洗过之后皮肤特别滑，痘痘没了，也不脱皮了，特别好，没白买
25.8,3,8.6,1,促销活动时购买，性价比高，一次买三件。第一次使用，感觉很满意，洗澡后身体挺舒服的，感觉身体没那么庠了。商家还送了赠品，等下次有促销活动时再买！
9,1,9,1,用的不错，，，，
6,1,6,1,还好
6,1,6,1,挺好的，，，
-2.4,0,-2.4,0,用了三次，不知怎样检验效果。
0,0,0,0,还可以，一股药草的味道。
27.6,3,27.6,3,很好闻的味道，用了皮肤也很舒服，，喜欢，以后还来买
9,1,9,1,用了一次，感觉还不错
8.4,1,8.4,1,很好
4.8,0,4.8,0,用了两天，感觉不差吧
16.4,2,16.4,2,宝贝很好，下次再来买
40,3,40,3,香皂非常好，除油效果不错，合作愉快
21.3,2,21.3,2,用过之后的当天晚上睡觉超舒服，第二天就不行了，看来要坚持用才行！
14.6,1,14.6,1,东西不错  很好用
12,1,12,1,一星是给快递小哥的，一个村子里的小作坊做的东东，现在只能当洗手的香皂了
72,3,72,3,好好好好好好好好好好好好
13.5,1,13.5,1,还没用不知道效果如何，期待中
-1.6,0,-1.6,0,不知道怎么用
9.2,1,9.2,1,第一次用这么贵的香皂，用起来没什么特别的感觉，期待以后的效果
0,0,0,0,还可以
54,3,54,3,不错不错不错不错不错不错
6,1,6,1,个人觉得还行。
0,0,0,0,lajilajilajilajilajilaji
0,0,0,0,了了了了了了了了了啦啦，还没用，到是看
2,0,2,0,用了一次，感觉还行，就是不知道效果怎么样，等过段时间再来评论
-2.4,0,-2.4,0,没什么效果
8.6,1,8.6,1,看上去很不错 不过还没有用 不知道效果怎么样 等待后期追加评论
30.1,3,15.05,2,挺好的，以前重来不去评价的，不知道浪费了多少积分，自从知道评论之后京豆可以抵现金了，才知道评论的重要性，京豆的价值!那么一般你看到这段评价说明对i我个人而言这件商品我基本满意
9,1,9,1,还不错
0,0,0,0,可以…………………………
8,1,8,1,赞
9,1,9,1,感觉还不错
5.5,1,5.5,1,还没用不知道效果
3,0,3,0,东西不错，用来洗脸的感觉黑头都少了
21.6,2,21.6,2,香皂到了 迫不及待拆开 很香 但不知道是不是对背的痘痘有效果 改天试试看 …………………………
10,1,10,1,挺好用的，是好东西
17,2,17,2,不错，挺舒服的
4.8,0,4.8,0,没有用呢，不知道效果怎样？
12,1,12,1,挺好味道还好闻
-4.8,0,-2.4,0,没什么特别的。用起来还可以的
9,1,9,1,用了两天还不错
-2.4,0,-2.4,0,没效果
15.25,2,7.63,1,很多泡泡，没有洗澡液那么刺激。洗得很干净
-4,0,-4,0,不知道效果如何，，，，，
8.4,1,8.4,1,很好 有用 ………………
-0.6,0,-0.6,0,有点贵，用得有点快
-6.4,-1,-6.4,-1,还没使用先赞
0,0,0,0,hd在家里吗？   蚵仔煎
6,1,6,1,还好
0,0,0,0,没有用
-8.8,-1,-8.8,-1,没试呢希望管用
33,3,33,3,物琉一般，其它好好好好好好。。。
9.24,1,9.24,1,很好！！！！！！！！
5,0,5,0,小只，味道不错，就是不知道效果
0,0,0,0,在用，功能倒没感觉出来。
-8.8,-1,-8.8,-1,不是一次愉快的购物，感觉还没有舒肤佳好用。。
1.4,0,1.4,0,味道挺浓的，效果不知道呢
14,1,14,1,希望用的有效果
4,0,4,0,用了一次感觉还挺好用的
36,3,36,3,还可以，挺好好好好好好
3.3,0,3.3,0,效果还可以！
0,0,0,0,还可以
23.6,2,23.6,2,已经用了好多天了，很不错。
-3,0,-3,0,东西收到了就是有点贵。
7,1,7,1,希望有用
0,0,0,0,没叼毛用
9.9,1,9.9,1,不错！
0,0,0,0,咯与全家都想天天他就把
7.2,1,7.2,1,包装可以，皂还没用，效果不清楚，味道不错
3,0,3,0,几乎每天洗澡都在用，效果应该是有的。
11.2,1,11.2,1,洗了之后很舒服
0,0,0,0,就是一块皂。
0,0,0,0,还没使用
9,1,9,1,味道不错
0,0,0,0,收到后正在试用。
10.4,1,10.4,1,看上去还行，真实效果不知道
6,1,6,1,东西挺好的，下次还会再来
7,1,7,1,还没用，希望有用吧
21.8,2,21.8,2,效果还不错，洗完脸很干净
8.4,1,8.4,1,包装很好啊
18.24,2,18.24,2,不错，试用了一次很清爽的！
-4,0,-4,0,一般般，五一物流就是慢，
23.4,2,23.4,2,看着不错    送的那个网很好   实用
9.4,1,9.4,1,用起来清香，确实有效果，价钱贵。
-4,0,-4,0,一般般
16.4,2,16.4,2,刚收货，感觉很好，闻起来还挺香滴。
0,0,0,0,货收到还没有用，用了再来评价
17,2,17,2,泡面丰富，用后感觉还不错。
6,1,6,1,好小的一块肥皂
11.28,1,11.28,1,包装很好，还没用，不知道是不是有效
6.6,1,6.6,1,好！
0,0,0,0,买给家人用的
19,2,19,2,闻起来还挺香的，期待使用效果
15,1,15,1,牌子好，还未使用，应该是不错的
4.8,0,4.8,0,有点香
6,1,6,1,好
4,0,4,0,好用
7,1,7,1,觉得有效果
9,1,9,1,刚刚收到，还没有用，应该不错。
2.2,0,2.2,0,没用了、不知道怎么样
6,1,6,1,还没有用，看着感觉挺好的
0,0,0,0,货收到了。还没有用
0,0,0,0,还没用
6,1,6,1,还行吧
36,3,36,3,东西不错，味道不错，味道不错，东西不错
13,1,6.5,1,还行挺好的。口感和以前买的便宜的差不多
21,2,21,2,挺好用，药香芳芳，还有贴心小东西送
-4,0,-4,0,刚开始用，不知道长期效果怎么样
0,0,0,0,……………………
6.6,1,6.6,1,好！！！！！！！！！！！！！！！
72,3,72,3,好好好好好好好好好好好好
0,0,0,0,未用，用后在评
-8,-1,-8,-1,不咋地
-1.6,0,-1.6,0,用了一个月没什么感觉，但是有药味，不知道是不是真的
-4.4,0,-4.4,0,很小的一块，要是不做活动真心觉得太贵了，价格虚了点
4.4,0,4.4,0,很好 不知道效果怎么样
11,1,11,1,还没用，希望能管用吧
18.8,2,18.8,2,已经使用了几天，感觉真的不错，值得购买
7,1,3.5,0,刚用了一次，感觉挺清爽的，买完就涨价了，心情好。用一段时间再来评
0,0,0,0,用过还凑合吧，就是用完有点干
6,1,6,1,刚用，感觉还行。
-4.8,0,-4.8,0,还可以、没有特别明显的感觉
9,1,9,1,东西不错
11,1,11,1,邮政EMS太慢了，六天才到
3.6,0,3.6,0,用了几天，好象没什么效果，再用用再看看吧。
12.6,1,12.6,1,用着很不错，
6,1,6,1,已收到，中药味特别浓，还没使用。
6,1,6,1,好
6,1,6,1,还可以，用了挺清爽的
-2.4,0,-2.4,0,在试用中，还不知效果
14.4,1,7.2,1,一口气买了*，店家还送了健肤水和木架子*真是棒棒哒！香味很好闻。
7,1,7,1,还是有效果
12.6,1,12.6,1,洗完很舒爽
4.6,0,4.6,0,用了几次，没发现啥效果，希望用久了会有效果吧
13.2,1,6.6,1,收到了！非常喜欢！
8,1,8,1,相信这种中药的东西，说的起泡网也没给啊。
8.7,1,8.7,1,东西还是不错的，效果可以，就是有点贵！
0,0,0,0,刚收到
12.6,1,12.6,1,东西不错，试用一两次可能效果还不明显，用几天就会感觉还行！
-5.5,-1,-5.5,-1,一般，就是选择的那快递，，，，，，太狗血了，，，，，
1,0,1,0,好用，稍贵。
4,0,4,0,挺好用。
9,1,9,1,用着感觉不错
-7.8,-1,-7.8,-1,不怎么好，一般吧
9.3,1,9.3,1,还行，但是需要时间来看效果!
20,2,20,2,不错，期待效果
0,0,0,0,还在使用，观察中。
6,1,6,1,东西用得还行就是价格太高
8,1,8,1,买了两块，先试用一下，泡沫闻到还不错，效果有待验证。
12,1,12,1,整体感觉不错，看后面效果了
0,0,0,0,还可以吧！
26.62,3,8.87,1,香气宜人！包装很漂亮！就是量有些小了。?
-2.4,0,-2.4,0,用了几天了，还没感觉有啥效果
54,3,54,3,不错不错不错不错不错不错
-6.4,-1,-6.4,-1,不知道效果怎么样，用了几次没效果
-2.4,0,-2.4,0,也就那个样，用了没效果
18,2,18,2,好好好
0,0,0,0,还没用
-2.4,0,-2.4,0,刚刚试了  感觉没啥效果啊
8.8,1,8.8,1,东西已收到，期待有其功效！
0,0,0,0,体验中
0,0,0,0,再用
9,1,9,1,感觉不错，有待实际使用
0,0,0,0,试用中
0,0,0,0,还没有用！应该可以吧！
9,1,9,1,不错
9,1,9,1,感觉还不错的样子
-0.55,0,-0.55,0,感觉还行就是太贵！
-4,0,-2,0,还不知道。  感觉没什么效果
9,1,9,1,不错，待使用。。。。。
11.2,1,11.2,1,期待它好用，没开发票。。
0,0,0,0,到了，不过还没用
0,0,0,0,起泡网呢
47.6,3,47.6,3,包装盒太漂亮了闻着好香今晚就用了就等看效果了希望效果好现在就给满分
4.4,0,4.4,0,用了才来评价的，整体说还可以，比较好用
24,2,24,2,好用，值得信赖
17.6,2,17.6,2,用了，效果不错，很好用，用完了再来
-4.8,0,-4.8,0,用了，没什么特别的感觉
9,1,9,1,东西不错
20,2,20,2,味道挺好的，快递也挺快今天用了下感觉挺好
-2.4,0,-2.4,0,收到但只用了一次，尚无效果
53.2,3,53.2,3,很好很不错  很好很满意  很好很好用
9,1,9,1,不错哦
23,2,23,2,用起来不错，包装很精美
23,2,23,2,还没用，应该不错，希望有效果。
0,0,0,0,还可以吧！！！！！！！！！
21,2,21,2,用着不错，用了有一段时间啦，效果也不错，打算用完之后再来
-2.4,0,-2.4,0,没啥效果呢，怎么觉着一点都不明显呢
36.4,3,36.4,3,洗后很舒服价格实惠品牌好发货快
8,1,8,1,这个香皂还没用不知什么情况。
0,0,0,0,还会继续购买
8.4,1,8.4,1,这是我第二次买了，用了很好，下次还要在来买。
18.48,2,18.48,2,很好很好！
9,1,9,1,用过还不错
9,1,9,1,还没用，应该蛮不错的
-3,0,-3,0,还未使用，外观一般
9.2,1,9.2,1,店家发的快递公司，服务超级不好，不送过上门，客户还没收到货就提交客户已经签收，建议商家换掉快递公司。
0,0,0,0,没有介绍的那么神！作用不大！
18,2,9,1,闻着挺香的 还行。如果好用 下次再买
14,1,14,1,包装精致，效果待察。
9,1,9,1,用了一次，感觉不错
0,0,0,0,2016/4/29
0,0,0,0,啊据统计局公布的数据表明中国在世界
5.6,1,5.6,1,很好用。
5.6,1,5.6,1,很好用啊
5.5,1,5.5,1,今天刚收到，还没用过不知道效果咋样，感觉有点不值啊
